ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Restaurant_address,Delivery_address
6671,CHENRES09DEL01,28,4.1,13.044694,80.26147,13.054694,80.27147,28-03-2022,08:55:00,09:10:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 20,"Kaidhi Kitchen, 20/3, Bishop Wallers East Av, CIT Colony, Ward 119, Zone 9 Teynampet, Chennai, Tamil Nadu, 600004, India","CMWSSB Division 115, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India"
A0AF,JAPRES04DEL02,35,4.8,26.902328,75.794257,27.032328,75.924257,25-03-2022,19:00:00,19:10:00,conditions Windy,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 24,"Kachi Basti, Bais Godam, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Khanyawala, Amber Tehsil, Jaipur(Rural), Rajasthan, India"
578C,MUMRES19DEL03,24,4.8,19.131141,72.813074,19.16114,72.843074,26-03-2022,18:55:00,19:00:00,conditions Stormy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 24,"Jai Prakash Road, Jeet Nagar, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400061, India","Goregaon West, P/S Ward, Zone 4, Mumbai Suburban, Maharashtra, 400104, India"
2DBE,MUMRES17DEL01,22,4.9,19.121999,72.908493,19.191999,72.978493,06-04-2022,18:55:00,19:00:00,conditions Stormy,Medium ,2,Buffet ,electric_scooter ,1,No ,Urban ,(min) 28,"Hiranandani Gardens, Powai, Zone 6, Mumbai Suburban, Maharashtra, 400076, India","Raghoba Rd, Charai, Jambli Naka, Thane, Thane Taluka, Thane, Maharashtra, 400602, India"
687C,COIMBRES03DEL03,25,4.8,11.025083,77.015393,11.085083,77.075393,26-03-2022,21:55:00,22:00:00,conditions Stormy,Jam ,1,Meal ,scooter ,0,No ,NaN ,(min) 12,"Ward 37, East Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Vellanaipatti, Coimbatore North, Coimbatore, Tamil Nadu, 641062, India"
3AAC,BANGRES07DEL03,22,4.8,12.978453,77.643685,13.008453,77.673685,07-03-2022,17:15:00,17:30:00,conditions Sunny,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 17,"510, Chinmaya Mission Hospital Road, Old Binnamangala, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560038, India","Dooravaninagar, Bangalore East, Bengaluru Urban, Karnataka, 560016, India"
3476,COIMBRES14DEL03,33,4.8,11.003681,76.975525,11.093681,77.065525,02-03-2022,20:20:00,20:35:00,conditions Stormy,Jam ,1,Drinks ,motorcycle ,1,No ,Urban ,(min) 29,"Ward 73, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Saravanampatty - Thennampalayam Road, Ward 34, East Zone, Vellanaipatti, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
6195,BANGRES04DEL01,NaN ,NaN ,12.98041,77.640489,13.05041,77.710489,12-03-2022,20:45:00,20:50:00,conditions Fog,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 33,"Tablets (India) Limited, 304-A, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Hirandahalli, Bidarahalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
A571,COIMBRES05DEL03,29,4.6,11.022169,76.999594,11.052169,77.029594,05-03-2022,22:00:00,22:05:00,conditions Fog,Jam ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 26,"Avanishi Road, Peelamedu, Ward 56, East Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641028, India","Ward 36, East Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
B964,SURRES07DEL01,37,4.1,21.170798,72.790489,21.180798,72.800489,07-03-2022,11:00:00,11:05:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 33,"Sarjan Society Entry No 01, Majura Taluka, Surat, Gujarat, 395007, India","Surat, Chorasi Taluka, Surat, Gujarat, 359009, India"
C488,AURGRES02DEL01,38,4.7,0.0,0.0,0.04,0.04,17-02-2022,16:50:00,16:55:00,conditions Stormy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 36,,
F6C,PUNERES18DEL01,28,5,18.593481,73.785901,18.703481,73.895901,02-04-2022,21:35:00,21:45:00,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 28,"Spot 18, Jagtap Dairy-Wakad Road, Shantiniketan Society, Vishal Nagar, Pimpri-Chinchwad, Haveli, Pune, Maharashtra, 431027, India","Khed, Pune, Maharashtra, 411035, India"
4A5A,INDORES11DEL03,38,4.6,22.751234,75.88949,22.811234,75.94949,28-03-2022,18:10:00,18:20:00,conditions Fog,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 16,"MR10, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Mundlabagh, Sanwer Tahsil, Indore, Madhya Pradesh, 453771, India"
3162,SURRES12DEL03,24,4.7,21.183434,72.814492,21.213434,72.844492,28-03-2022,18:10:00,18:15:00,conditions Cloudy,Medium ,2,Buffet ,scooter ,0,No ,NaN ,(min) 12,"Surat, Chorasi Taluka, Surat, Gujarat, 395001, India","Ashwini Kumar Road, Mini Bazar, Surat, Katargam Taluka, Surat, Gujarat, 395008, India"
BEA9,HYDRES18DEL02,33,4.8,17.450851,78.379347,17.500851,78.429347,05-03-2022,17:25:00,17:35:00,conditions Windy,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 27,"KFC, Hitec City Road, Vittal Rao Nagar, Ward 104 Kondapur, Greater Hyderabad Municipal Corporation West Zone, Hyderabad, Serilingampalle mandal, Ranga Reddy, Telangana, 500081, India","sreezen the shawarma hub, Hno 41-158, Jagathgiri Gutta, Jagadgirigutta, Ward 126 Jagathgirigutta, Greater Hyderabad Municipal Corporation North Zone, Hyderabad, Kukatpally mandal, Medchal–Malkajgiri, Telangana, 500037, India"
5790,MUMRES18DEL02,22,4.7,19.1093,72.825451,19.1893,72.905451,20-03-2022,23:10:00,23:20:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 21,"Yeda Republic, A B Nair Road, Juhu Gaothan, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400058, India","T Ward, Zone 6, Mumbai Suburban, Maharashtra, 400065, India"
C9E7,AURGRES03DEL02,30,4.4,19.874733,75.353942,19.954733,75.433942,18-02-2022,19:50:00,19:55:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 38,"Cidco, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India","Patilwasti, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India"
93EA,RANCHIRES03DEL02,35,4.8,0.0,0.0,0.02,0.02,13-03-2022,08:50:00,08:55:00,conditions Fog,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 17,,
9066,PUNERES010DEL02,37,4.5,18.539299,73.897902,18.559299,73.917902,01-04-2022,09:50:00,10:05:00,conditions Stormy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 27,"North Main Road, Koregaon Park, Ghorpuri, Pune City, Pune, Maharashtra, 411037, India","Ward 12, Pune City, Pune, Maharashtra, 411014, India"
8433,VADRES04DEL02,21,4.8,0.0,0.0,0.13,0.13,04-03-2022,19:25:00,19:35:00,conditions Windy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 26,,
DD03,KNPRES010DEL01,21,4.8,26.47775,80.351569,26.58775,80.461569,14-02-2022,18:20:00,18:25:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,(min) 42,"Kanpur, Kanpur Nagar, Uttar Pradesh, 208004, India","SH38, Unnao, Uttar Pradesh, 209800, India"
84A6,MUMRES08DEL01,39,4,19.065838,72.832658,19.105838,72.872658,21-03-2022,12:20:00,12:25:00,conditions Windy,High ,2,Meal ,electric_scooter ,1,No ,Urban ,(min) 34,"Surya Kiran, 462, 14th Road, Linking Road Shopping area, Bandra West, Zone 3, Mumbai Suburban, Maharashtra, 400050, India","Navpada, K/E Ward, Zone 3, Mumbai Suburban, Maharashtra, 400099, India"
51D0,CHENRES010DEL03,36,4.2,13.066762,80.251865,13.096762,80.281865,03-04-2022,21:20:00,21:35:00,conditions Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 35,"College Lane, CMWSSB Division 111, Zone 9 Teynampet, Chennai, Tamil Nadu, 600001, India","Sambiar Street, Ward 55, Zone 5 Royapuram, Chennai, Tamil Nadu, 600001, India"
57FB,COIMBRES12DEL02,35,4.5,11.000762,76.981876,11.080762,77.061876,16-03-2022,00:00:00,00:15:00,conditions Sandstorms,Low ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 20,"Race Course Walking Path, Racecourse, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Mylampatti, Sulur, Coimbatore, Tamil Nadu, 641062, India"
D7CE,KOCRES01DEL03,37,4.2,9.979363,76.285001,10.039363,76.345001,17-02-2022,23:00:00,23:15:00,conditions Windy,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 34,"Chittoor Road, Pulleppady, Shenoys, Ernakulam, Kanayannur, Ernakulam, Kerala, 682035, India","Kangarappady, Ernakulam, Kanayannur, Ernakulam, Kerala, 682022, India"
C2C6,LUDHRES06DEL03,39,3.7,30.895204,75.822103,31.035204,75.962103,16-02-2022,21:00:00,21:05:00,conditions Sandstorms,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 34,"BUVIT, 27-28F Second Floor, Satpal Mittal Road, Gurudev Nagar, Ludhiana, Ludhiana (West) Tahsil, Ludhiana, Punjab, 141001, India","Urapar, Nawanshahr Tahsil, Shaheed Bhagat Singh Nagar, Punjab, 144422, India"
9D8E,VADRES19DEL02,24,4.7,22.311844,73.165081,22.391844,73.245081,04-04-2022,23:55:00,00:00:00,conditions Sandstorms,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 11,"Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
24F6,SURRES13DEL02,27,4.8,21.170096,72.789122,21.300096,72.919122,12-03-2022,17:40:00,17:45:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 31,"Majura Taluka, Surat, Gujarat, 395007, India","Kamrej Taluka, Surat, Gujarat, 394150, India"
CADD,KOCRES15DEL02,28,3.2,10.027364,76.308258,10.157364,76.438258,16-02-2022,22:35:00,22:50:00,conditions Sunny,Low ,2,Meal ,motorcycle ,2,No ,Metropolitian ,(min) 41,"LuLu International Shopping Mall, Kochi, 34/1000, Edapally, Kochi, Kanayannur, Ernakulam, Kerala, 682024, India","Thannipuzha-Perumattom, Kunnathunad, Ernakulam, Kerala, 683550, India"
22DC,JAPRES010DEL03,31,4.7,26.921411,75.793604,27.011411,75.883604,29-03-2022,21:20:00,21:30:00,conditions Sunny,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 23,"Mirza Ismael Road, Barodia Scheme, Bani Park, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302006, India","Kunda, Amber Tehsil, Jaipur(Rural), Rajasthan, 302028, India"
AD4D,VADRES09DEL02,28,5,0.0,0.0,0.13,0.13,06-04-2022,18:20:00,18:35:00,conditions Sandstorms,Medium ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 22,,
8848,HYDRES01DEL02,33,4.7,17.410371,78.437225,17.430371,78.457225,11-03-2022,10:45:00,10:50:00,conditions Windy,Low ,1,Drinks ,scooter ,0,No ,Urban ,(min) 29,"Ministers Colony, Ward 93 Banjara Hills, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Shaikpet mandal, Hyderabad, Telangana, 500034, India","Nishat Bagh Colony, Ward 97 Somajiguda, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500082, India"
44DB,VADRES20DEL03,35,4.9,22.311358,73.164798,22.341358,73.194798,09-03-2022,20:40:00,20:55:00,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 27,"Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","New Sama Road, Vadodara Rural Taluka, Vadodara, Gujarat, 390008, India"
BCDA,MYSRES02DEL03,37,4.1,12.304569,76.643622,12.334569,76.673622,26-03-2022,17:55:00,18:10:00,conditions Windy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 34,"College Road, Chamarajapuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Udayagiri, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
758D,PUNERES15DEL02,33,4.8,18.636215,73.751081,18.656215,73.771081,01-04-2022,08:30:00,08:35:00,conditions Cloudy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 25,"Blue Water, Aundh-Ravet Road, Punawale, Mulshi, Pune, Maharashtra, 412110, India","Nigdi, Pimpri-Chinchwad, Haveli, Pune, Maharashtra, 411044, India"
15BC,MUMRES07DEL03,25,5,19.091458,72.827808,19.151458,72.887808,19-03-2022,19:55:00,20:00:00,conditions Windy,Jam ,1,Meal ,scooter ,1,No ,Urban ,(min) 29,"Sesame, 1005, Juhu Tara Road, Chandrabai Nagar, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400049, India","Road No. 2, Agaripada, P/S Ward, Zone 4, Mumbai Suburban, Maharashtra, 400065, India"
96B1,BANGRES19DEL02,21,4.8,12.914264,77.6784,13.044264,77.8084,04-04-2022,18:30:00,18:35:00,conditions Sunny,Medium ,2,Meal ,motorcycle ,1,No ,Urban ,(min) 11,"The Hoot Cafe & Brewery, BBMP 2034/69,Sarjapur Main Road, Block 2 Village, Varthur Hobli, Kaikondrahalli, Sarjapur Road, Iblur, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560035, India","Ganagaluru, Hosakote taluk, Bengaluru Rural, Karnataka, 562114, India"
68AB,SURRES14DEL01,32,4.9,21.157729,72.768726,21.167729,72.778726,13-03-2022,10:40:00,10:55:00,conditions Fog,Low ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 16,"Domino's, International Business Center, Piplod, Dumas Road, Majura Taluka, Surat, Gujarat, 394518, India","Majura Taluka, Surat, Gujarat, 395007, India"
75D1,INDORES06DEL01,38,4.5,22.728163,75.884212,22.798163,75.954212,14-03-2022,22:25:00,22:30:00,conditions Windy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 18,"Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","Balyakhera, Kanadiya Tahsil, Indore, Madhya Pradesh, 453771, India"
22A8,JAPRES18DEL02,34,4.4,26.913987,75.752891,27.043987,75.882891,25-03-2022,20:10:00,20:25:00,conditions Stormy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 32,"Queens Road, Green Park, Vaishali Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Kukas, Amber Tehsil, Jaipur(Rural), Rajasthan, 303101, India"
B23F,RANCHIRES17DEL02,29,4.1,23.374878,85.335739,23.394878,85.355739,21-03-2022,09:50:00,09:55:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28,"circular road, Lālpur, Ranchi, Kanke, Ranchi, Jharkhand, 834001, India","Nawātoli, Bariātu, Ranchi, Kanke, Ranchi, Jharkhand, 834009, India"
918E,INDORES18DEL01,24,4.6,22.753839,75.897429,22.863838,76.007429,14-03-2022,21:20:00,21:30:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 31,"raddison, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India","admin_level, Dewas Tahsil, Dewas, Madhya Pradesh, India"
2D4A,RANCHIRES03DEL02,23,4.4,0.0,0.0,0.05,0.05,07-03-2022,22:55:00,23:10:00,conditions Sandstorms,Low ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 24,,
62B4,MYSRES11DEL01,24,4.2,12.323225,76.630028,12.333225,76.640028,05-03-2022,09:45:00,09:55:00,conditions Windy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 26,"Temple Road, Gokulam, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Yadavagiri, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
8DBE,COIMBRES06DEL01,37,4.6,11.021278,76.995017,11.131278,77.105017,02-03-2022,20:45:00,20:55:00,conditions Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 26,"The Cascade, Avanishi Road, Peelamedu, Ward 56, East Zone, Coimbatore South, Coimbatore, Tamil Nadu, 641028, India","Kurumbapalayam - Karichipalayam Road, Theethampalayam, Coimbatore North, Coimbatore, Tamil Nadu, 641107, India"
6835,MYSRES15DEL01,23,4.8,12.352058,76.60665,12.392058,76.64665,05-04-2022,12:30:00,12:45:00,conditions Fog,High ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 30,"Hotel Stay by the Way, Ring Road, Kumbara Koppalu, Hebbalu, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Mayannana Koppalu, Pampina Hosahalli, Mysuru taluk, Mysuru, Karnataka, 570003, India"
9833,MYSRES09DEL01,35,4.8,12.323194,76.630583,12.393194,76.700583,27-03-2022,23:40:00,23:50:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28,"Loyal World, Temple Road, Gokulam, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Chandagalu, Srirangapattana taluk, Mandya, Karnataka, 570020, India"
8564,VADRES13DEL02,21,4.5,22.310237,73.158921,22.330237,73.178921,19-03-2022,12:00:00,12:15:00,conditions Fog,High ,1,Snack ,scooter ,0,No ,Metropolitian ,(min) 29,"Race Course area, Saiyed Vasna, Vadodara Rural Taluka, Vadodara, Gujarat, 390007, India","Vadodara Rural Taluka, Vadodara, Gujarat, 390002, India"
137D,JAPRES08DEL01,38,4.7,26.910262,75.783013,26.950262,75.823013,09-03-2022,15:20:00,15:25:00,conditions Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 26,"Ajmer Road, Gayatri Nagar, Sodala, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
7185,JAPRES08DEL02,22,4.6,26.910262,75.783013,26.990262,75.863013,02-04-2022,22:55:00,23:05:00,conditions Fog,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 29,"Ajmer Road, Gayatri Nagar, Sodala, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India","Koliyon Ka Mohalla, Amer Chak No. 1, Jaipur Municipal Corporation, Amber Tehsil, Jaipur(Rural), Rajasthan, 303101, India"
C23F,GOARES01DEL01,35,3.7,15.576683,73.75575,15.686683,73.86575,16-02-2022,00:00:00,00:10:00,conditions Fog,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 36,"Sancoachy Arradi, Anjuna, Arpora, Bardez, North Goa, Goa, 403518, India","Dhargalim, Pernem, North Goa, Goa, 403513, India"
D205,GOARES08DEL03,33,4.7,15.556561,73.763633,15.616561,73.823633,15-02-2022,21:20:00,21:25:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 33,"Fat fish, Aguada - Siolim Road, Diwan Bhatti, Baga, Calangute, Bardez, North Goa, Goa, 403516, India","Tivim Industrial Estate, Karaswada, Mapusa, Bardez, North Goa, Goa, 403507, India"
B28D,BANGRES03DEL01,34,4.7,12.979166,77.640709,13.049166,77.710709,20-03-2022,22:40:00,22:50:00,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,0,No ,Urban ,(min) 23,"Glen's Bakehouse, 297, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Hirandahalli, Bidarahalli, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
6D39,MUMRES18DEL01,35,4.9,19.1093,72.825451,19.2193,72.935451,04-03-2022,22:35:00,22:50:00,conditions Stormy,Low ,2,Buffet ,motorcycle ,1,No ,Urban ,(min) 19,"Yeda Republic, A B Nair Road, Juhu Gaothan, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400058, India","Lokmanya Nagar, Thane, Thane Taluka, Thane, Maharashtra, 200014, India"
2E6F,BANGRES15DEL01,33,4.7,12.975377,77.696664,13.085377,77.806664,31-03-2022,19:55:00,20:00:00,conditions Sandstorms,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 26,"HP, Outer Ring Road, LRDE Layout, Doddanekundi, Bangalore East, Bengaluru Urban, Karnataka, 560037, India","SH35, Sonnadenahalli, Hosakote taluk, Bengaluru Rural, Karnataka, 562114, India"
5BEC,PUNERES05DEL01,23,4.9,18.543626,73.905101,18.653626,74.015101,23-03-2022,19:00:00,19:05:00,conditions Fog,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 30,"Farzi Café, East Avenue, Kalyani Nagar, Pune City, Pune, Maharashtra, 411011, India","SH58, Tulapur, Haveli, Pune, Maharashtra, 412216, India"
5250,BANGRES06DEL03,38,5,12.979096,77.640625,13.039096,77.700625,03-03-2022,22:25:00,22:40:00,conditions Fog,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 28,"Glen's Bakehouse, 297, 100 Feet Road, Old Binnamangala, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560038, India","Kitthaganur, Kittaganuru, Bangalore East, Bengaluru Urban, Karnataka, 560049, India"
AFC9,MYSRES15DEL01,20,5,12.352058,76.60665,12.422058,76.67665,10-03-2022,21:45:00,22:00:00,conditions Sunny,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 25,"Hotel Stay by the Way, Ring Road, Kumbara Koppalu, Hebbalu, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India","Srirangapatna, Srirangapattana taluk, Mandya, Karnataka, 571438, India"
BAB8,COIMBRES12DEL02,21,4.6,11.000762,76.981876,11.050762,77.031876,30-03-2022,22:20:00,22:25:00,conditions Fog,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 24,"Race Course Walking Path, Racecourse, Ward 71, Central Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India","Suguna Group of Institutions, Tex Park Road, Civil Aerodrome, Ward 36, East Zone, Coimbatore, Coimbatore North, Coimbatore, Tamil Nadu, 641001, India"
D375,AURGRES04DEL01,23,4.7,19.876106,75.340775,19.986106,75.450775,12-02-2022,20:10:00,20:15:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 38,"Jalna Road, rokdiya hanuman colony, Osmanpura, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India","Kankora, Chhatrapati Sambhajinagar, Maharashtra, India"
839D,CHENRES09DEL02,36,4.7,13.044694,80.26147,13.094694,80.31147,01-03-2022,00:00:00,00:05:00,conditions Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 28,"Kaidhi Kitchen, 20/3, Bishop Wallers East Av, CIT Colony, Ward 119, Zone 9 Teynampet, Chennai, Tamil Nadu, 600004, India","George Town, Zone 5 Royapuram, Chennai, Tamil Nadu, 600001, India"
C206,KOLRES14DEL01,34,4.6,22.552996,88.35231,22.592996,88.39231,17-02-2022,16:30:00,16:40:00,conditions Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 26,"Backpacker's Park, 47, Park Street, Dharmatala, Kolkata, West Bengal, 700016, India","Ultadanga, Kolkata, Barrackpore, Kolkata, West Bengal, 700067, India"
39B4,BANGRES15DEL02,21,4.6,12.975377,77.696664,13.055377,77.776664,14-03-2022,20:25:00,20:40:00,conditions Stormy,Jam ,2,Buffet ,scooter ,0,No ,Urban ,(min) 16,"HP, Outer Ring Road, LRDE Layout, Doddanekundi, Bangalore East, Bengaluru Urban, Karnataka, 560037, India","Hoskote, Hosakote taluk, Bengaluru Rural, Karnataka, 562114, India"
9262,CHENRES14DEL02,27,5,13.026279,80.174568,13.076279,80.224568,15-03-2022,17:40:00,17:55:00,conditions Stormy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 25,"Mount - Poonamallee - Avadi Road, Ward 154, Zone 11 Valasaravakkam, Zone 12 Alandur, Ambattur, Thiruvallur, Tamil Nadu, 600089, India","2nd Cross Street West, Bharathipuram, CMWSSB Division 102, Zone 8 Anna Nagar, Chennai, Tamil Nadu, 600001, India"
693E,RANCHIRES05DEL02,32,4.9,23.355164,85.324097,23.405164,85.374097,11-03-2022,18:40:00,18:55:00,conditions Sunny,Medium ,1,Buffet ,scooter ,0,No ,Metropolitian ,(min) 24,"Mahatma Gandhi Road, Konkā, Ranchi, Kanke, Ranchi, Jharkhand, 834002, India","Barāgāin, Ranchi, Kanke, Ranchi, Jharkhand, 834117, India"
DA31,ALHRES06DEL02,30,4.4,0.0,0.0,0.02,0.02,13-02-2022,11:45:00,11:55:00,conditions Sandstorms,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 35,,
